Smoking status,LHD,Period,Per cent,LL 95% CI,UL 95% CI
Smoke daily,Sydney LHD,2002-2003,15.7,13.7,17.7
Smoke daily,Sydney LHD,2003-2004,16.4,14.3,18.6
Smoke daily,Sydney LHD,2004-2005,17,14.7,19.4
Smoke daily,Sydney LHD,2005-2006,13.6,11.3,15.9
Smoke daily,Sydney LHD,2006-2007,12.2,9.8,14.6
Smoke daily,Sydney LHD,2007-2008,12.2,9.8,14.7
Smoke daily,Sydney LHD,2008-2009,14.1,11.6,16.5
Smoke daily,Sydney LHD,2009-2010,13.8,11.2,16.5
Smoke daily,Sydney LHD,2010-2011,11.1,8.6,13.6
Smoke daily,Sydney LHD,2011-2012,10.6,8.6,12.5
Smoke daily,Sydney LHD,2012-2013,10.5,8.8,12.3
Smoke daily,Sydney LHD,2013-2014,10.4,8.6,12.3
Smoke daily,Sydney LHD,2014-2015,9.2,7.4,11.1
Smoke daily,Sydney LHD,2015-2016,9.5,7.6,11.4
Smoke daily,Sydney LHD,2016-2017,9.4,7.5,11.3
Smoke daily,Sydney LHD,2017-2018,8.3,6.4,10.1
Smoke daily,Sydney LHD,2018-2019,8.8,6.8,10.9
Smoke daily,Sydney LHD,2019-2020,7.3,5.2,9.4
Smoke daily,Sydney LHD,2020-2021,5.9,4.2,7.6
Smoke daily,Sydney LHD,2021-2022,5.7,4.5,7
Smoke daily,Sydney LHD,2022-2023,4.5,3.4,5.6
Smoke daily,South Western Sydney LHD,2002-2003,20.7,18.3,23.1
Smoke daily,South Western Sydney LHD,2003-2004,22.7,20,25.3
Smoke daily,South Western Sydney LHD,2004-2005,19.7,17.2,22.3
Smoke daily,South Western Sydney LHD,2005-2006,15.8,13.6,18.1
Smoke daily,South Western Sydney LHD,2006-2007,16.5,14.1,19
Smoke daily,South Western Sydney LHD,2007-2008,20.5,17.8,23.2
Smoke daily,South Western Sydney LHD,2008-2009,17.6,15.2,19.9
Smoke daily,South Western Sydney LHD,2009-2010,15.7,13.5,17.9
Smoke daily,South Western Sydney LHD,2010-2011,15.3,13,17.5
Smoke daily,South Western Sydney LHD,2011-2012,13,10.8,15.2
Smoke daily,South Western Sydney LHD,2012-2013,12.4,10.4,14.4
Smoke daily,South Western Sydney LHD,2013-2014,14.7,12.7,16.8
Smoke daily,South Western Sydney LHD,2014-2015,13.7,11.6,15.8
Smoke daily,South Western Sydney LHD,2015-2016,11.5,9.6,13.5
Smoke daily,South Western Sydney LHD,2016-2017,13.6,11.6,15.7
Smoke daily,South Western Sydney LHD,2017-2018,15.7,13.4,18.1
Smoke daily,South Western Sydney LHD,2018-2019,14.6,12.2,16.9
Smoke daily,South Western Sydney LHD,2019-2020,13.1,10.5,15.7
Smoke daily,South Western Sydney LHD,2020-2021,11.4,9.1,13.7
Smoke daily,South Western Sydney LHD,2021-2022,9.8,8.1,11.5
Smoke daily,South Western Sydney LHD,2022-2023,9.5,7.9,11.2
Smoke daily,South Eastern Sydney LHD,2002-2003,13.8,11.7,15.9
Smoke daily,South Eastern Sydney LHD,2003-2004,13.6,11.3,15.8
Smoke daily,South Eastern Sydney LHD,2004-2005,13.2,11,15.4
Smoke daily,South Eastern Sydney LHD,2005-2006,13.2,11,15.5
Smoke daily,South Eastern Sydney LHD,2006-2007,12.1,9.6,14.5
Smoke daily,South Eastern Sydney LHD,2007-2008,12,9.6,14.4
Smoke daily,South Eastern Sydney LHD,2008-2009,11.8,9.5,14.1
Smoke daily,South Eastern Sydney LHD,2009-2010,10.4,8.3,12.5
Smoke daily,South Eastern Sydney LHD,2010-2011,8.7,6.8,10.6
Smoke daily,South Eastern Sydney LHD,2011-2012,8.2,6.5,9.9
Smoke daily,South Eastern Sydney LHD,2012-2013,8.4,6.5,10.3
Smoke daily,South Eastern Sydney LHD,2013-2014,9.3,7.2,11.3
Smoke daily,South Eastern Sydney LHD,2014-2015,8.1,6.4,9.8
Smoke daily,South Eastern Sydney LHD,2015-2016,7.4,5.8,9
Smoke daily,South Eastern Sydney LHD,2016-2017,8.7,7,10.4
Smoke daily,South Eastern Sydney LHD,2017-2018,8.5,6.8,10.3
Smoke daily,South Eastern Sydney LHD,2018-2019,9.2,7.2,11.1
Smoke daily,South Eastern Sydney LHD,2019-2020,8.9,6.9,11
Smoke daily,South Eastern Sydney LHD,2020-2021,6.2,4.6,7.9
Smoke daily,South Eastern Sydney LHD,2021-2022,5.1,3.8,6.4
Smoke daily,South Eastern Sydney LHD,2022-2023,5.7,4.4,7.1
Smoke daily,Illawarra Shoalhaven LHD,2002-2003,20,17.6,22.3
Smoke daily,Illawarra Shoalhaven LHD,2003-2004,20.6,18,23.2
Smoke daily,Illawarra Shoalhaven LHD,2004-2005,19,16.1,22
Smoke daily,Illawarra Shoalhaven LHD,2005-2006,17.5,14.1,20.9
Smoke daily,Illawarra Shoalhaven LHD,2006-2007,16.9,13.2,20.6
Smoke daily,Illawarra Shoalhaven LHD,2007-2008,14.9,11.9,17.9
Smoke daily,Illawarra Shoalhaven LHD,2008-2009,12.8,10.3,15.3
Smoke daily,Illawarra Shoalhaven LHD,2009-2010,12.6,9.9,15.3
Smoke daily,Illawarra Shoalhaven LHD,2010-2011,12.2,9.6,14.8
Smoke daily,Illawarra Shoalhaven LHD,2011-2012,13,10.6,15.3
Smoke daily,Illawarra Shoalhaven LHD,2012-2013,14.3,11.7,17
Smoke daily,Illawarra Shoalhaven LHD,2013-2014,14.7,11.6,17.7
Smoke daily,Illawarra Shoalhaven LHD,2014-2015,14.9,11.6,18.3
Smoke daily,Illawarra Shoalhaven LHD,2015-2016,12.9,9.9,15.8
Smoke daily,Illawarra Shoalhaven LHD,2016-2017,9.6,7.2,12
Smoke daily,Illawarra Shoalhaven LHD,2017-2018,8,5.5,10.6
Smoke daily,Illawarra Shoalhaven LHD,2018-2019,10.9,7.8,14
Smoke daily,Illawarra Shoalhaven LHD,2019-2020,14.8,10.4,19.2
Smoke daily,Illawarra Shoalhaven LHD,2020-2021,12.2,8.2,16.2
Smoke daily,Illawarra Shoalhaven LHD,2021-2022,9,7,11.1
Smoke daily,Illawarra Shoalhaven LHD,2022-2023,8.1,6.4,9.9
Smoke daily,Western Sydney LHD,2002-2003,18.5,16.2,20.9
Smoke daily,Western Sydney LHD,2003-2004,17.9,15.5,20.3
Smoke daily,Western Sydney LHD,2004-2005,18.3,16,20.7
Smoke daily,Western Sydney LHD,2005-2006,18.2,15.9,20.5
Smoke daily,Western Sydney LHD,2006-2007,16.8,14.2,19.3
Smoke daily,Western Sydney LHD,2007-2008,14.7,12.3,17.1
Smoke daily,Western Sydney LHD,2008-2009,14.8,12.5,17
Smoke daily,Western Sydney LHD,2009-2010,13.5,11.5,15.6
Smoke daily,Western Sydney LHD,2010-2011,10.5,8.5,12.4
Smoke daily,Western Sydney LHD,2011-2012,11.8,8.1,15.5
Smoke daily,Western Sydney LHD,2012-2013,13,9.5,16.6
Smoke daily,Western Sydney LHD,2013-2014,11,9.3,12.7
Smoke daily,Western Sydney LHD,2014-2015,9,7.2,10.7
Smoke daily,Western Sydney LHD,2015-2016,9.1,7.3,11
Smoke daily,Western Sydney LHD,2016-2017,10.2,8.3,12
Smoke daily,Western Sydney LHD,2017-2018,9,7.4,10.7
Smoke daily,Western Sydney LHD,2018-2019,10.7,8.6,12.9
Smoke daily,Western Sydney LHD,2019-2020,9.4,7.4,11.4
Smoke daily,Western Sydney LHD,2020-2021,6.7,5.3,8.2
Smoke daily,Western Sydney LHD,2021-2022,7.9,6.4,9.4
Smoke daily,Western Sydney LHD,2022-2023,9.1,7.3,10.9
Smoke daily,Nepean Blue Mountains LHD,2002-2003,20.2,17.9,22.5
Smoke daily,Nepean Blue Mountains LHD,2003-2004,18.9,16.4,21.3
Smoke daily,Nepean Blue Mountains LHD,2004-2005,20.2,17.3,23.1
Smoke daily,Nepean Blue Mountains LHD,2005-2006,19.3,15.8,22.8
Smoke daily,Nepean Blue Mountains LHD,2006-2007,19.4,15.4,23.3
Smoke daily,Nepean Blue Mountains LHD,2007-2008,18.1,14.4,21.9
Smoke daily,Nepean Blue Mountains LHD,2008-2009,14.7,11.6,17.8
Smoke daily,Nepean Blue Mountains LHD,2009-2010,15,11.6,18.5
Smoke daily,Nepean Blue Mountains LHD,2010-2011,14.5,11.2,17.8
Smoke daily,Nepean Blue Mountains LHD,2011-2012,14.8,12.3,17.3
Smoke daily,Nepean Blue Mountains LHD,2012-2013,14.2,11.6,16.9
Smoke daily,Nepean Blue Mountains LHD,2013-2014,12.1,9.4,14.9
Smoke daily,Nepean Blue Mountains LHD,2014-2015,10.5,7.9,13.1
Smoke daily,Nepean Blue Mountains LHD,2015-2016,11.9,9.2,14.7
Smoke daily,Nepean Blue Mountains LHD,2016-2017,13.1,10.3,15.9
Smoke daily,Nepean Blue Mountains LHD,2017-2018,10.9,8.5,13.4
Smoke daily,Nepean Blue Mountains LHD,2018-2019,11.6,8.4,14.7
Smoke daily,Nepean Blue Mountains LHD,2019-2020,11.9,8.5,15.2
Smoke daily,Nepean Blue Mountains LHD,2020-2021,11.7,8.8,14.6
Smoke daily,Nepean Blue Mountains LHD,2021-2022,10.1,7.7,12.5
Smoke daily,Nepean Blue Mountains LHD,2022-2023,9.6,7.5,11.7
Smoke daily,Northern Sydney LHD,2002-2003,12.5,10.4,14.5
Smoke daily,Northern Sydney LHD,2003-2004,12.7,10.4,14.9
Smoke daily,Northern Sydney LHD,2004-2005,10.6,8.5,12.7
Smoke daily,Northern Sydney LHD,2005-2006,9.4,7.6,11.3
Smoke daily,Northern Sydney LHD,2006-2007,8.7,6.7,10.7
Smoke daily,Northern Sydney LHD,2007-2008,7.5,5.7,9.3
Smoke daily,Northern Sydney LHD,2008-2009,8.4,6.6,10.1
Smoke daily,Northern Sydney LHD,2009-2010,7.3,5.8,8.9
Smoke daily,Northern Sydney LHD,2010-2011,5.1,3.8,6.5
Smoke daily,Northern Sydney LHD,2011-2012,5.7,4.3,7.1
Smoke daily,Northern Sydney LHD,2012-2013,6.5,5.1,7.9
Smoke daily,Northern Sydney LHD,2013-2014,5.8,4.6,7.1
Smoke daily,Northern Sydney LHD,2014-2015,6.2,3.3,9.1
Smoke daily,Northern Sydney LHD,2015-2016,6.2,3.4,9.1
Smoke daily,Northern Sydney LHD,2016-2017,5,3.7,6.4
Smoke daily,Northern Sydney LHD,2017-2018,5.1,3.8,6.4
Smoke daily,Northern Sydney LHD,2018-2019,4.7,3.3,6.1
Smoke daily,Northern Sydney LHD,2019-2020,3.8,2.4,5.1
Smoke daily,Northern Sydney LHD,2020-2021,3.2,2,4.4
Smoke daily,Northern Sydney LHD,2021-2022,2.5,1.5,3.5
Smoke daily,Northern Sydney LHD,2022-2023,3.3,1.9,4.7
Smoke daily,Central Coast LHD,2002-2003,18.8,16.3,21.2
Smoke daily,Central Coast LHD,2003-2004,20.6,17.9,23.3
Smoke daily,Central Coast LHD,2004-2005,18.6,15.5,21.7
Smoke daily,Central Coast LHD,2005-2006,15.1,11.9,18.3
Smoke daily,Central Coast LHD,2006-2007,14.5,11.1,18
Smoke daily,Central Coast LHD,2007-2008,16.2,12.1,20.2
Smoke daily,Central Coast LHD,2008-2009,15.7,12.1,19.2
Smoke daily,Central Coast LHD,2009-2010,14,11.1,16.9
Smoke daily,Central Coast LHD,2010-2011,14.2,11.5,16.9
Smoke daily,Central Coast LHD,2011-2012,15.1,12.4,17.9
Smoke daily,Central Coast LHD,2012-2013,15.1,12.2,17.9
Smoke daily,Central Coast LHD,2013-2014,13.3,10.4,16.2
Smoke daily,Central Coast LHD,2014-2015,15.7,10.8,20.6
Smoke daily,Central Coast LHD,2015-2016,17.2,12.1,22.3
Smoke daily,Central Coast LHD,2016-2017,11.9,8.7,15.1
Smoke daily,Central Coast LHD,2017-2018,9.9,7.1,12.7
Smoke daily,Central Coast LHD,2018-2019,12.1,8.8,15.4
Smoke daily,Central Coast LHD,2019-2020,13.7,9.9,17.6
Smoke daily,Central Coast LHD,2020-2021,11.9,8.6,15.2
Smoke daily,Central Coast LHD,2021-2022,10.7,8.4,12.9
Smoke daily,Central Coast LHD,2022-2023,10.1,7.8,12.4
Smoke daily,Hunter New England LHD,2002-2003,18.7,17,20.3
Smoke daily,Hunter New England LHD,2003-2004,17.2,15.7,18.8
Smoke daily,Hunter New England LHD,2004-2005,17.8,16.1,19.4
Smoke daily,Hunter New England LHD,2005-2006,17.4,15.6,19.1
Smoke daily,Hunter New England LHD,2006-2007,15,13.1,16.9
Smoke daily,Hunter New England LHD,2007-2008,15.5,13.5,17.4
Smoke daily,Hunter New England LHD,2008-2009,15.4,13.6,17.2
Smoke daily,Hunter New England LHD,2009-2010,15.8,13.9,17.7
Smoke daily,Hunter New England LHD,2010-2011,15.6,13.1,18
Smoke daily,Hunter New England LHD,2011-2012,14.6,11.3,17.9
Smoke daily,Hunter New England LHD,2012-2013,14.5,11.5,17.5
Smoke daily,Hunter New England LHD,2013-2014,13.3,11.3,15.4
Smoke daily,Hunter New England LHD,2014-2015,13.1,10.4,15.7
Smoke daily,Hunter New England LHD,2015-2016,12.7,10.1,15.4
Smoke daily,Hunter New England LHD,2016-2017,12.3,10.3,14.4
Smoke daily,Hunter New England LHD,2017-2018,12.1,10.1,14.2
Smoke daily,Hunter New England LHD,2018-2019,12.4,10.2,14.5
Smoke daily,Hunter New England LHD,2019-2020,12,9.8,14.1
Smoke daily,Hunter New England LHD,2020-2021,10.3,8.4,12.2
Smoke daily,Hunter New England LHD,2021-2022,10,8.3,11.7
Smoke daily,Hunter New England LHD,2022-2023,9.5,7.8,11.3
Smoke daily,Northern NSW LHD,2002-2003,19.8,17.5,22.2
Smoke daily,Northern NSW LHD,2003-2004,21.2,18.8,23.6
Smoke daily,Northern NSW LHD,2004-2005,20.5,18.1,22.8
Smoke daily,Northern NSW LHD,2005-2006,16.5,14.2,18.9
Smoke daily,Northern NSW LHD,2006-2007,17,14.2,19.8
Smoke daily,Northern NSW LHD,2007-2008,17.7,14.9,20.4
Smoke daily,Northern NSW LHD,2008-2009,15.7,13.3,18
Smoke daily,Northern NSW LHD,2009-2010,15.2,13.1,17.4
Smoke daily,Northern NSW LHD,2010-2011,14.1,11.9,16.2
Smoke daily,Northern NSW LHD,2011-2012,15,12.4,17.5
Smoke daily,Northern NSW LHD,2012-2013,15.4,12,18.8
Smoke daily,Northern NSW LHD,2013-2014,13.2,9.7,16.6
Smoke daily,Northern NSW LHD,2014-2015,11.2,8.4,14.1
Smoke daily,Northern NSW LHD,2015-2016,12.5,8.7,16.4
Smoke daily,Northern NSW LHD,2016-2017,14.8,10.8,18.8
Smoke daily,Northern NSW LHD,2017-2018,13.8,10.4,17.1
Smoke daily,Northern NSW LHD,2018-2019,10.8,7.7,13.9
Smoke daily,Northern NSW LHD,2019-2020,7.7,5.1,10.4
Smoke daily,Northern NSW LHD,2020-2021,8.6,6.1,11.2
Smoke daily,Northern NSW LHD,2021-2022,10.7,8.3,13.1
Smoke daily,Northern NSW LHD,2022-2023,10.6,8.4,12.9
Smoke daily,Mid North Coast LHD,2002-2003,21.3,18.2,24.4
Smoke daily,Mid North Coast LHD,2003-2004,21.6,18.3,24.8
Smoke daily,Mid North Coast LHD,2004-2005,19.4,16.3,22.4
Smoke daily,Mid North Coast LHD,2005-2006,18.9,15.7,22
Smoke daily,Mid North Coast LHD,2006-2007,20.1,16.3,23.9
Smoke daily,Mid North Coast LHD,2007-2008,20.4,16.7,24.2
Smoke daily,Mid North Coast LHD,2008-2009,18.1,14.1,22.1
Smoke daily,Mid North Coast LHD,2009-2010,15.5,12,19
Smoke daily,Mid North Coast LHD,2010-2011,13.5,11,15.9
Smoke daily,Mid North Coast LHD,2011-2012,15.4,12.5,18.4
Smoke daily,Mid North Coast LHD,2012-2013,15.4,12.1,18.7
Smoke daily,Mid North Coast LHD,2013-2014,14.2,10.6,17.8
Smoke daily,Mid North Coast LHD,2014-2015,13.5,9.7,17.2
Smoke daily,Mid North Coast LHD,2015-2016,12.1,8.9,15.2
Smoke daily,Mid North Coast LHD,2016-2017,14.2,10.3,18.2
Smoke daily,Mid North Coast LHD,2017-2018,15,10.7,19.2
Smoke daily,Mid North Coast LHD,2018-2019,13,9,17.1
Smoke daily,Mid North Coast LHD,2019-2020,12.2,8.1,16.3
Smoke daily,Mid North Coast LHD,2020-2021,11.9,8.5,15.4
Smoke daily,Mid North Coast LHD,2021-2022,11.2,8.5,13.9
Smoke daily,Mid North Coast LHD,2022-2023,9.9,7.5,12.2
Smoke daily,Southern NSW LHD,2002-2003,22.3,19.6,24.9
Smoke daily,Southern NSW LHD,2003-2004,22.4,19.5,25.3
Smoke daily,Southern NSW LHD,2004-2005,21.5,18.2,24.7
Smoke daily,Southern NSW LHD,2005-2006,20,16.6,23.4
Smoke daily,Southern NSW LHD,2006-2007,17.3,13.6,21.1
Smoke daily,Southern NSW LHD,2007-2008,16.4,12.5,20.3
Smoke daily,Southern NSW LHD,2008-2009,18.1,14.8,21.5
Smoke daily,Southern NSW LHD,2009-2010,17.2,14,20.5
Smoke daily,Southern NSW LHD,2010-2011,13.8,10.9,16.7
Smoke daily,Southern NSW LHD,2011-2012,10,7.8,12.3
Smoke daily,Southern NSW LHD,2012-2013,11.8,8.9,14.6
Smoke daily,Southern NSW LHD,2013-2014,12.8,9.7,15.9
Smoke daily,Southern NSW LHD,2014-2015,11.3,8.5,14.2
Smoke daily,Southern NSW LHD,2015-2016,13.8,9.8,17.7
Smoke daily,Southern NSW LHD,2016-2017,12.8,8.5,17.1
Smoke daily,Southern NSW LHD,2017-2018,12.5,8.9,16.2
Smoke daily,Southern NSW LHD,2018-2019,14.3,10.6,17.9
Smoke daily,Southern NSW LHD,2019-2020,13.9,9.2,18.6
Smoke daily,Southern NSW LHD,2020-2021,12.6,8.2,16.9
Smoke daily,Southern NSW LHD,2021-2022,10.9,8.3,13.4
Smoke daily,Southern NSW LHD,2022-2023,10.9,8.3,13.4
Smoke daily,Murrumbidgee LHD,2002-2003,19.1,16.8,21.4
Smoke daily,Murrumbidgee LHD,2003-2004,19.1,16.7,21.5
Smoke daily,Murrumbidgee LHD,2004-2005,16.6,14.3,19
Smoke daily,Murrumbidgee LHD,2005-2006,14.8,12.5,17.1
Smoke daily,Murrumbidgee LHD,2006-2007,14.3,11.7,17
Smoke daily,Murrumbidgee LHD,2007-2008,16,13.1,19
Smoke daily,Murrumbidgee LHD,2008-2009,15.5,12.9,18.2
Smoke daily,Murrumbidgee LHD,2009-2010,15.6,13.1,18.1
Smoke daily,Murrumbidgee LHD,2010-2011,14.4,12.1,16.8
Smoke daily,Murrumbidgee LHD,2011-2012,15.3,12,18.6
Smoke daily,Murrumbidgee LHD,2012-2013,15.7,12.2,19.3
Smoke daily,Murrumbidgee LHD,2013-2014,12.5,9.6,15.5
Smoke daily,Murrumbidgee LHD,2014-2015,13.8,10.7,16.8
Smoke daily,Murrumbidgee LHD,2015-2016,15,11.5,18.4
Smoke daily,Murrumbidgee LHD,2016-2017,14.4,10.5,18.3
Smoke daily,Murrumbidgee LHD,2017-2018,13.8,10.2,17.4
Smoke daily,Murrumbidgee LHD,2018-2019,12.4,9,15.8
Smoke daily,Murrumbidgee LHD,2019-2020,12.4,8.5,16.4
Smoke daily,Murrumbidgee LHD,2020-2021,11.9,8.6,15.3
Smoke daily,Murrumbidgee LHD,2021-2022,11.9,9.5,14.3
Smoke daily,Murrumbidgee LHD,2022-2023,12.5,9.9,15.1
Smoke daily,Western NSW LHD,2002-2003,19.6,17.9,21.3
Smoke daily,Western NSW LHD,2003-2004,20.9,19.2,22.7
Smoke daily,Western NSW LHD,2004-2005,20.9,19.1,22.8
Smoke daily,Western NSW LHD,2005-2006,20.5,18.3,22.8
Smoke daily,Western NSW LHD,2006-2007,19.9,17.3,22.5
Smoke daily,Western NSW LHD,2007-2008,18.5,16.1,21
Smoke daily,Western NSW LHD,2008-2009,18.9,16.7,21
Smoke daily,Western NSW LHD,2009-2010,17.2,15.1,19.3
Smoke daily,Western NSW LHD,2010-2011,13.9,11.7,16
Smoke daily,Western NSW LHD,2011-2012,13.8,11.3,16.4
Smoke daily,Western NSW LHD,2012-2013,17.9,14.8,21.1
Smoke daily,Western NSW LHD,2013-2014,17.7,14.2,21.3
Smoke daily,Western NSW LHD,2014-2015,14.9,11.7,18.2
Smoke daily,Western NSW LHD,2015-2016,17.3,12.9,21.6
Smoke daily,Western NSW LHD,2016-2017,20.1,15.4,24.9
Smoke daily,Western NSW LHD,2017-2018,16.2,12.4,20
Smoke daily,Western NSW LHD,2018-2019,12.4,8.8,16
Smoke daily,Western NSW LHD,2019-2020,11.8,8,15.6
Smoke daily,Western NSW LHD,2020-2021,14.5,10.7,18.4
Smoke daily,Western NSW LHD,2021-2022,16.7,13,20.4
Smoke daily,Western NSW LHD,2022-2023,14.4,11.1,17.7
Smoke daily,Far West LHD,2002-2003,23.6,20.6,26.6
Smoke daily,Far West LHD,2003-2004,21.3,18.4,24.2
Smoke daily,Far West LHD,2004-2005,18.7,14.2,23.2
Smoke daily,Far West LHD,2005-2006,24.4,17.4,31.4
Smoke daily,Far West LHD,2006-2007,25,16.9,33
Smoke daily,Far West LHD,2007-2008,18.6,11.9,25.2
Smoke daily,Far West LHD,2008-2009,20.5,14,27.1
Smoke daily,Far West LHD,2009-2010,18.3,11.3,25.2
Smoke daily,Far West LHD,2010-2011,19.4,13.9,24.9
Smoke daily,Far West LHD,2011-2012,20.9,17.5,24.4
Smoke daily,Far West LHD,2012-2013,17.4,13.2,21.6
Smoke daily,Far West LHD,2013-2014,15,10.9,19.1
Smoke daily,Far West LHD,2014-2015,13.6,10.7,16.6
Smoke daily,Far West LHD,2015-2016,13.4,8.8,18
Smoke daily,Far West LHD,2016-2017,13.3,8.2,18.4
Smoke daily,Far West LHD,2017-2018,13,9,17
Smoke daily,Far West LHD,2018-2019,15.8,10.8,20.9
Smoke daily,Far West LHD,2019-2020,13.3,8.4,18.2
Smoke daily,Far West LHD,2020-2021,10.4,6.7,14
Smoke daily,Far West LHD,2021-2022,14.3,10.4,18.1
Smoke daily,Far West LHD,2022-2023,14.3,10.5,18.1
Smoke daily,All LHDs,2002-2003,17.7,17.1,18.4
Smoke daily,All LHDs,2003-2004,17.9,17.2,18.6
Smoke daily,All LHDs,2004-2005,17.1,16.4,17.8
Smoke daily,All LHDs,2005-2006,15.6,15,16.3
Smoke daily,All LHDs,2006-2007,14.8,14.1,15.6
Smoke daily,All LHDs,2007-2008,14.9,14.1,15.6
Smoke daily,All LHDs,2008-2009,14.4,13.7,15
Smoke daily,All LHDs,2009-2010,13.5,12.8,14.2
Smoke daily,All LHDs,2010-2011,11.9,11.3,12.6
Smoke daily,All LHDs,2011-2012,11.8,11,12.6
Smoke daily,All LHDs,2012-2013,12.3,11.5,13
Smoke daily,All LHDs,2013-2014,11.8,11.1,12.4
Smoke daily,All LHDs,2014-2015,11,10.3,11.7
Smoke daily,All LHDs,2015-2016,10.9,10.1,11.6
Smoke daily,All LHDs,2016-2017,11.1,10.4,11.7
Smoke daily,All LHDs,2017-2018,10.6,9.9,11.2
Smoke daily,All LHDs,2018-2019,10.7,10,11.4
Smoke daily,All LHDs,2019-2020,10.2,9.4,10.9
Smoke daily,All LHDs,2020-2021,8.7,8.1,9.3
Smoke daily,All LHDs,2021-2022,8.2,7.7,8.7
Smoke daily,All LHDs,2022-2023,8.2,7.7,8.7
Smoke occasionally,Sydney LHD,2002-2003,7.5,6,8.9
Smoke occasionally,Sydney LHD,2003-2004,6.5,5,8.1
Smoke occasionally,Sydney LHD,2004-2005,6.1,4.5,7.7
Smoke occasionally,Sydney LHD,2005-2006,5.7,4.1,7.3
Smoke occasionally,Sydney LHD,2006-2007,7.1,5.1,9.1
Smoke occasionally,Sydney LHD,2007-2008,7,4.9,9.1
Smoke occasionally,Sydney LHD,2008-2009,5.4,3.7,7.2
Smoke occasionally,Sydney LHD,2009-2010,5.1,3.3,6.9
Smoke occasionally,Sydney LHD,2010-2011,4.7,3,6.3
Smoke occasionally,Sydney LHD,2011-2012,3.9,2.7,5.1
Smoke occasionally,Sydney LHD,2012-2013,3.9,2.8,5
Smoke occasionally,Sydney LHD,2013-2014,5,3.8,6.1
Smoke occasionally,Sydney LHD,2014-2015,5,3.3,6.6
Smoke occasionally,Sydney LHD,2015-2016,4.5,2.9,6.1
Smoke occasionally,Sydney LHD,2016-2017,4.8,3.4,6.2
Smoke occasionally,Sydney LHD,2017-2018,4.7,3.3,6
Smoke occasionally,Sydney LHD,2018-2019,4.5,3.1,6
Smoke occasionally,Sydney LHD,2019-2020,5.3,3.5,7
Smoke occasionally,Sydney LHD,2020-2021,5.1,3.6,6.7
Smoke occasionally,Sydney LHD,2021-2022,3.8,2.8,4.8
Smoke occasionally,Sydney LHD,2022-2023,3.8,2.7,4.9
Smoke occasionally,South Western Sydney LHD,2002-2003,4.1,2.9,5.2
Smoke occasionally,South Western Sydney LHD,2003-2004,3.9,2.7,5.1
Smoke occasionally,South Western Sydney LHD,2004-2005,3.9,2.6,5.1
Smoke occasionally,South Western Sydney LHD,2005-2006,4.8,3.3,6.2
Smoke occasionally,South Western Sydney LHD,2006-2007,5.8,4.1,7.6
Smoke occasionally,South Western Sydney LHD,2007-2008,5.2,3.6,6.7
Smoke occasionally,South Western Sydney LHD,2008-2009,3.9,2.7,5.2
Smoke occasionally,South Western Sydney LHD,2009-2010,3.9,2.6,5.2
Smoke occasionally,South Western Sydney LHD,2010-2011,4.1,2.7,5.5
Smoke occasionally,South Western Sydney LHD,2011-2012,4.5,2.7,6.4
Smoke occasionally,South Western Sydney LHD,2012-2013,5.5,3.7,7.3
Smoke occasionally,South Western Sydney LHD,2013-2014,5,3.8,6.3
Smoke occasionally,South Western Sydney LHD,2014-2015,3.6,2.5,4.7
Smoke occasionally,South Western Sydney LHD,2015-2016,3.4,2.3,4.4
Smoke occasionally,South Western Sydney LHD,2016-2017,4.4,3.1,5.6
Smoke occasionally,South Western Sydney LHD,2017-2018,5.2,3.8,6.5
Smoke occasionally,South Western Sydney LHD,2018-2019,5.9,4.3,7.5
Smoke occasionally,South Western Sydney LHD,2019-2020,4.4,2.9,5.8
Smoke occasionally,South Western Sydney LHD,2020-2021,3.6,2.4,4.7
Smoke occasionally,South Western Sydney LHD,2021-2022,4.1,2.7,5.4
Smoke occasionally,South Western Sydney LHD,2022-2023,3.9,2.6,5.2
Smoke occasionally,South Eastern Sydney LHD,2002-2003,6.8,5.3,8.3
Smoke occasionally,South Eastern Sydney LHD,2003-2004,6.7,4.8,8.5
Smoke occasionally,South Eastern Sydney LHD,2004-2005,5.5,3.8,7.3
Smoke occasionally,South Eastern Sydney LHD,2005-2006,3.6,2.3,4.8
Smoke occasionally,South Eastern Sydney LHD,2006-2007,3.8,2.4,5.2
Smoke occasionally,South Eastern Sydney LHD,2007-2008,5.5,3.7,7.3
Smoke occasionally,South Eastern Sydney LHD,2008-2009,5.6,3.8,7.4
Smoke occasionally,South Eastern Sydney LHD,2009-2010,3.5,2.1,5
Smoke occasionally,South Eastern Sydney LHD,2010-2011,3.7,2.1,5.2
Smoke occasionally,South Eastern Sydney LHD,2011-2012,5.7,3.4,8.1
Smoke occasionally,South Eastern Sydney LHD,2012-2013,5.6,3.4,7.9
Smoke occasionally,South Eastern Sydney LHD,2013-2014,4.8,3.3,6.3
Smoke occasionally,South Eastern Sydney LHD,2014-2015,4,2.8,5.2
Smoke occasionally,South Eastern Sydney LHD,2015-2016,4.4,3.1,5.7
Smoke occasionally,South Eastern Sydney LHD,2016-2017,6.2,4.6,7.8
Smoke occasionally,South Eastern Sydney LHD,2017-2018,7,5.4,8.6
Smoke occasionally,South Eastern Sydney LHD,2018-2019,5.3,3.9,6.7
